Date,Open,High,Low,Close,Adj Close,Volume
2020-10-02,74.000000,74.949997,73.620003,74.000000,74.000000,1392000
2020-10-05,74.849998,75.220001,74.550003,75.070000,75.070000,846200
2020-10-06,74.339996,74.410004,73.430000,73.540001,73.540001,850800
2020-10-07,73.980003,73.980003,73.099998,73.370003,73.370003,1238400
2020-10-08,73.750000,74.300003,73.529999,74.129997,74.129997,744900
2020-10-09,74.349998,74.839996,73.930000,74.550003,74.550003,755700
2020-10-12,74.070000,74.879997,74.059998,74.589996,74.589996,770900
2020-10-13,74.790001,75.180000,74.260002,74.690002,74.690002,907000
2020-10-14,74.610001,74.900002,74.269997,74.410004,74.410004,942800
2020-10-15,73.599998,73.599998,72.580002,73.269997,73.269997,1129100
2020-10-16,72.760002,73.040001,72.449997,72.669998,72.669998,1062600
2020-10-19,73.699997,73.860001,72.809998,72.930000,72.930000,822200
2020-10-20,74.629997,75.870003,74.580002,75.570000,75.570000,1215800
2020-10-21,75.330002,75.430000,74.400002,74.639999,74.639999,873200
2020-10-22,74.879997,74.970001,74.209999,74.599998,74.599998,661900
2020-10-23,75.190002,75.570000,74.510002,75.430000,75.430000,751200
2020-10-26,75.750000,76.430000,75.550003,76.199997,76.199997,842500
2020-10-27,77.300003,78.290001,76.949997,77.470001,77.470001,1467300
2020-10-28,81.900002,81.949997,79.110001,81.599998,81.599998,2727400
2020-10-29,83.760002,83.879997,82.559998,83.430000,83.430000,1845100
2020-10-30,83.250000,84.050003,82.580002,83.660004,83.660004,1479300
2020-11-02,84.120003,85.919998,84.040001,85.500000,85.500000,2077700
2020-11-03,86.000000,87.250000,86.000000,86.410004,86.410004,1059400
2020-11-04,85.379997,87.269997,85.169998,86.410004,86.410004,1039200
2020-11-05,88.750000,90.879997,88.720001,90.389999,90.389999,1823300
2020-11-06,89.099998,90.169998,88.660004,89.389999,89.389999,1394500
2020-11-09,90.000000,90.000000,86.599998,86.610001,86.610001,1884900
2020-11-10,86.050003,86.440002,85.279999,85.910004,85.910004,1300100
2020-11-11,86.480003,88.690002,86.260002,88.089996,88.089996,1347400
2020-11-12,87.470001,88.139999,86.860001,87.110001,87.110001,1209000
2020-11-13,88.970001,90.050003,88.540001,89.720001,89.720001,1094900
2020-11-16,90.690002,91.099998,90.050003,90.449997,90.449997,1151100
2020-11-17,90.239998,90.699997,89.519997,89.709999,89.709999,1751500
2020-11-18,88.860001,89.690002,88.239998,88.250000,88.250000,746400
2020-11-19,88.870003,88.989998,88.440002,88.849998,88.849998,899900
2020-11-20,88.910004,90.269997,88.860001,89.980003,89.980003,623900
2020-11-23,90.099998,90.809998,89.470001,89.790001,89.790001,742800
2020-11-24,91.050003,91.550003,90.029999,90.800003,90.800003,1208900
2020-11-25,93.400002,93.500000,91.910004,93.230003,93.230003,1649700
2020-11-27,93.980003,94.500000,93.820000,94.070000,94.070000,666900
2020-11-30,93.650002,94.000000,92.620003,93.290001,93.290001,969700
2020-12-01,94.139999,94.820000,93.959999,94.680000,94.680000,1240200
2020-12-02,92.389999,93.349998,92.160004,92.620003,92.620003,1188400
2020-12-03,93.800003,94.300003,93.580002,93.830002,93.830002,754600
2020-12-04,93.900002,94.410004,93.800003,94.400002,94.400002,570100
2020-12-07,93.000000,93.620003,92.940002,93.360001,93.360001,901400
2020-12-08,93.400002,93.800003,93.150002,93.370003,93.370003,717900
2020-12-09,94.589996,94.629997,93.250000,94.129997,94.129997,1988700
2020-12-10,93.699997,94.190002,93.330002,94.089996,94.089996,725400
2020-12-11,94.309998,94.980003,94.160004,94.680000,94.680000,907600
