Date,Open,High,Low,Close,Adj Close,Volume
2020-10-02,132.250000,135.195007,130.509995,130.622498,130.485947,55249600
2020-10-05,132.360001,136.442505,132.227493,136.425003,136.282379,47982000
2020-10-06,138.300003,141.419998,136.649994,137.365005,137.221405,78442000
2020-10-07,139.997498,141.192505,138.634995,139.639999,139.494003,41808400
2020-10-08,140.750000,140.845001,137.580002,138.387497,138.242828,37890000
2020-10-09,137.669998,138.242493,136.607498,137.627502,137.483627,34689200
2020-10-12,139.895004,143.470001,139.125000,142.259995,142.111282,43474400
2020-10-13,142.964996,143.485001,140.187500,142.482498,142.333542,34460400
2020-10-14,142.904999,143.427505,139.600006,140.952499,140.805145,27610000
2020-10-15,138.107498,140.057495,137.677505,139.699997,139.553955,26722400
2020-10-16,140.367493,141.214996,137.925003,138.115005,137.970627,24239200
2020-10-19,139.029999,139.835007,134.067505,134.977493,134.836380,29806800
2020-10-20,135.835007,137.997498,135.070007,136.455002,136.312347,22921200
2020-10-21,136.250000,137.914993,134.774994,135.247498,135.106110,21959600
2020-10-22,135.225006,136.117493,132.317505,133.610001,133.470322,29048000
2020-10-23,134.500000,135.932495,132.912506,135.902496,135.760437,23348400
2020-10-26,134.270004,136.927505,130.384995,131.412506,131.275101,33689600
2020-10-27,133.059998,134.419998,131.914993,133.967499,133.827454,25052000
2020-10-28,131.979996,132.600006,126.089996,126.269997,126.137993,37652000
2020-10-29,128.384995,131.927505,127.500000,130.240005,130.103851,32008000
2020-10-30,128.500000,129.365005,123.000000,125.339996,125.208961,41682000
2020-11-02,126.577499,128.367493,123.949997,125.807503,125.675980,29965200
2020-11-03,127.084999,131.050003,126.027496,130.195007,130.058914,27290000
2020-11-04,133.892502,138.274994,133.369995,137.942505,137.798294,41022800
2020-11-05,141.625000,143.389999,139.910004,141.600006,141.451981,31902800
2020-11-06,141.097504,145.887497,138.949997,145.619995,145.467758,38334800
2020-11-09,145.524994,146.914993,136.107498,136.307495,136.165009,58297600
2020-11-10,136.065002,136.065002,126.282501,127.699997,127.566498,64406800
2020-11-11,130.537506,134.350006,129.482498,134.179993,134.039719,40474400
2020-11-12,134.789993,137.660004,133.160004,134.567505,134.426819,36581200
2020-11-13,136.272507,136.687500,130.592499,132.970001,132.830978,34631200
2020-11-16,131.725006,136.494995,131.559998,135.152496,135.011200,41377600
2020-11-17,135.524994,135.962494,133.037506,134.222504,134.082184,31202800
2020-11-18,134.652496,136.057495,131.850006,134.287506,134.147110,51092400
2020-11-19,132.127502,134.875000,131.000000,134.402496,134.262009,56593600
2020-11-20,134.539993,134.945007,130.649994,130.877502,130.740677,34108800
2020-11-23,131.712494,133.824997,130.154999,131.399994,131.262650,36135600
2020-11-24,131.425003,131.619995,128.850006,129.577499,129.442047,34650000
2020-11-25,130.324997,132.695007,130.199997,132.347504,132.209137,25991600
2020-11-27,133.750000,134.074997,131.705002,132.612503,132.473862,16727600
2020-11-30,132.649994,134.125000,129.722504,134.014999,133.874878,28695200
2020-12-01,134.922501,135.287506,132.282501,133.899994,133.760010,29694800
2020-12-02,133.505005,136.735001,132.342499,135.445007,135.303406,28336000
2020-12-03,135.875000,136.600006,133.289993,133.960007,133.859497,19952000
2020-12-04,134.485001,135.600006,133.887497,135.582504,135.480774,20224400
2020-12-07,136.012497,137.312500,135.000000,136.067505,135.965424,22324400
2020-12-08,135.850006,135.987503,132.815002,133.500000,133.399826,27192000
2020-12-09,133.005005,134.139999,128.682495,129.307495,129.210480,40130000
2020-12-10,128.690002,130.687500,128.494995,129.722504,129.625183,20776400
2020-12-11,129.672501,130.199997,128.229996,130.132507,130.034866,20926400
2020-12-14,130.880005,133.887497,130.774994,133.087494,132.987625,27015600
2020-12-15,134.397507,134.639999,131.867493,133.604996,133.504761,19301600
2020-12-16,134.225006,134.372498,132.125000,132.425003,132.325638,22311600
2020-12-17,133.667496,133.794998,131.785004,133.412506,133.312393,23138400
2020-12-18,133.789993,134.050003,130.705002,132.720001,132.620422,34206400
2020-12-21,130.747498,133.699997,129.675003,133.322495,133.222458,30233200
2020-12-22,133.192505,133.372498,130.539993,132.782501,132.682877,18558000
2020-12-23,132.559998,132.750000,130.050003,130.092499,129.994888,17914400
2020-12-24,130.372498,131.324997,129.387497,129.937500,129.840012,9788400
2020-12-28,130.625000,130.625000,127.632500,129.000000,128.903214,21256400
2020-12-29,129.250000,130.725006,128.422501,129.432495,129.335373,17037200
2020-12-30,129.902496,132.137497,128.967499,131.457504,131.358871,22539600
2020-12-31,131.365005,131.509995,129.149994,130.550003,130.452042,19242400
2021-01-04,131.042496,136.524994,129.625000,131.134995,131.036621,56064000
2021-01-05,130.997498,134.434998,130.869995,134.047501,133.946930,32276000
2021-01-06,132.225006,132.449997,125.860001,126.144997,126.050354,58042400
2021-01-07,129.675003,133.777496,128.865005,133.440002,133.339874,46148000
2021-01-08,133.625000,134.210007,130.419998,132.767502,132.667892,29252800
2021-01-11,134.187500,139.610001,133.625000,136.214996,136.112793,51834400
2021-01-12,137.524994,137.544998,133.449997,134.847504,134.746338,29147600
2021-01-13,134.899994,136.250000,133.850006,135.317505,135.215973,21002800
2021-01-14,135.750000,135.997498,131.804993,132.002502,131.903473,28312000
2021-01-15,132.279999,133.252502,128.485001,128.595001,128.498520,27778000
2021-01-19,130.162506,130.940002,128.440002,130.252502,130.154785,22618800
2021-01-20,131.117493,134.304993,130.567505,133.657501,133.557236,25857200
2021-01-21,134.184998,139.992493,132.529999,138.675003,138.570953,33778000
2021-01-22,137.399994,138.417496,136.272507,137.125000,137.022110,24682000
2021-01-25,137.817505,138.285004,132.365005,136.532501,136.430069,25111200
2021-01-26,135.804993,136.447495,133.875000,134.352493,134.251678,16398000
2021-01-27,132.300003,132.327499,127.937500,129.177505,129.080582,37127200
2021-01-28,129.962494,133.397507,129.604996,130.509995,130.412079,22831600
2021-01-29,130.750000,133.347504,129.115005,129.897507,129.800049,27155200
2021-02-01,130.532501,132.707504,129.027496,132.369995,132.270676,21720400
2021-02-02,133.987503,135.720001,132.854996,135.567505,135.465775,22044000
2021-02-03,136.360001,139.317505,135.164993,135.304993,135.203461,24540800
2021-02-04,135.309998,136.735001,133.377502,136.642502,136.539978,20134000
2021-02-05,137.250000,137.372498,135.457504,135.910004,135.808044,16915200
