Date,Open,High,Low,Close,Adj Close,Volume
2020-10-02,36.000000,37.990002,35.939999,37.720001,37.720001,20123400
2020-10-05,37.700001,38.000000,36.880001,37.139999,37.139999,13093100
2020-10-06,37.169998,37.369999,36.040001,36.259998,36.259998,13074700
2020-10-07,36.590000,37.110001,36.365002,36.779999,36.779999,13782100
2020-10-08,37.000000,37.830002,36.959999,37.340000,37.340000,12212400
2020-10-09,37.910000,38.349998,37.189999,37.270000,37.270000,13172000
2020-10-12,37.560001,37.560001,36.174999,36.259998,36.259998,16569400
2020-10-13,36.220001,36.230000,35.020000,35.560001,35.560001,15463100
2020-10-14,35.689999,36.090000,35.075001,35.110001,35.110001,15397200
2020-10-15,34.680000,34.810001,34.020000,34.259998,34.259998,15443800
2020-10-16,34.779999,34.799999,33.610001,33.720001,33.720001,14899700
2020-10-19,34.160000,34.590000,34.000000,34.220001,34.220001,19278600
2020-10-20,34.529999,36.759998,34.529999,36.310001,36.310001,29820700
2020-10-21,36.250000,36.250000,34.875000,35.200001,35.200001,19058700
2020-10-22,35.419998,36.889999,34.915001,36.700001,36.700001,14243600
2020-10-23,36.500000,36.990002,35.924000,36.750000,36.750000,15960600
2020-10-26,36.500000,36.740002,35.119999,35.490002,35.490002,12511700
2020-10-27,35.509998,35.700001,34.020000,34.160000,34.160000,13692100
2020-10-28,33.619999,33.660000,32.900002,33.650002,33.650002,15787900
2020-10-29,33.709999,34.935001,33.330002,34.060001,34.060001,13735300
2020-10-30,33.910000,34.389999,33.154999,33.410000,33.410000,13506200
2020-11-02,34.150002,35.049999,34.060001,34.810001,34.810001,18350500
2020-11-03,35.270000,36.150002,35.150002,35.770000,35.770000,16208800
2020-11-04,40.660000,42.150002,39.000000,40.990002,40.990002,101818200
2020-11-05,40.330002,42.049999,40.009998,41.959999,41.959999,34177600
2020-11-06,42.090000,45.380001,41.619999,44.869999,44.869999,57670700
2020-11-09,48.009998,49.619999,47.299999,48.180000,48.180000,61632300
2020-11-10,46.740002,49.360001,46.044998,47.000000,47.000000,33079800
2020-11-11,46.720001,47.520000,45.910000,46.230000,46.230000,19213700
2020-11-12,45.389999,47.470001,45.049999,46.400002,46.400002,16251600
2020-11-13,47.110001,47.790001,45.930000,47.610001,47.610001,15552400
2020-11-16,48.740002,50.090000,48.480000,49.209999,49.209999,29301700
2020-11-17,48.720001,49.619999,48.500000,48.889999,48.889999,16638300
2020-11-18,48.770000,49.950001,48.330002,49.110001,49.110001,17783500
2020-11-19,49.099998,49.910000,48.650002,49.259998,49.259998,13480300
2020-11-20,49.980000,50.750000,48.270000,48.430000,48.430000,17330400
2020-11-23,48.660000,50.880001,48.509998,50.040001,50.040001,17147100
2020-11-24,50.619999,52.150002,50.484001,51.259998,51.259998,16216200
2020-11-25,51.270000,51.450001,49.919998,50.799999,50.799999,11641600
2020-11-27,50.930000,51.189999,50.200001,50.720001,50.720001,8339200
2020-11-30,50.220001,51.005001,48.529999,49.660000,49.660000,17221500
2020-12-01,50.000000,51.410000,49.070000,49.630001,49.630001,20605500
2020-12-02,49.259998,53.450001,48.529999,53.090000,53.090000,30381500
2020-12-03,53.299999,53.490002,52.119999,52.520000,52.520000,13122400
2020-12-04,52.709999,54.860001,52.709999,54.860001,54.860001,22207900
2020-12-07,54.590000,54.869999,53.650002,53.799999,53.799999,13764400
2020-12-08,52.400002,54.220001,52.349998,53.009998,53.009998,26167300
2020-12-09,53.980000,56.020000,53.060001,53.790001,53.790001,46777900
2020-12-10,52.330002,54.619999,51.299999,54.349998,54.349998,20207700
2020-12-11,54.470001,55.025002,52.330002,52.630001,52.630001,16817900
2020-12-14,53.270000,53.439999,51.240002,51.459999,51.459999,19048500
2020-12-15,52.119999,52.825001,50.869999,51.000000,51.000000,17504700
2020-12-16,51.180000,51.680000,50.290001,50.490002,50.490002,19577800
2020-12-17,50.590000,51.299999,50.169998,50.630001,50.630001,19688300
2020-12-18,50.810001,50.950001,49.520000,50.619999,50.619999,24355200
2020-12-21,49.000000,52.349998,48.790001,51.799999,51.799999,23562900
2020-12-22,52.110001,54.360001,51.919998,53.779999,53.779999,23871800
2020-12-23,53.799999,54.090000,52.990002,53.709999,53.709999,12671100
2020-12-24,53.599998,53.625000,52.290001,52.880001,52.880001,6316800
2020-12-28,53.020000,53.130001,51.560001,51.970001,51.970001,12059000
2020-12-29,52.330002,52.990002,51.470001,52.270000,52.270000,10140600
2020-12-30,52.720001,53.849998,52.220001,53.150002,53.150002,9518600
2020-12-31,53.279999,53.279999,51.000000,51.000000,51.000000,13282800
2021-01-04,52.220001,52.320000,49.634998,51.139999,51.139999,17291800
2021-01-05,51.000000,54.189999,50.759998,54.009998,54.009998,21403200
2021-01-06,53.310001,54.070000,52.000000,52.480000,52.480000,17738100
2021-01-07,53.369999,56.250000,53.200001,56.130001,56.130001,23737500
